network,ip_start,ip_end,region,university
1.185.192.0/18,1.185.192.0,1.185.255.255,广西桂林市,广西师范大学
1.185.64.0/19,1.185.0.0,1.185.95.255,广西南宁市,广西大学教育网
1.185.0.0/18,1.185.0.0,1.185.95.255,广西南宁市,广西大学教育网
1.184.0.0/15,1.184.0.0,1.184.127.255,广东省广州市,暨南大学
1.51.192.0/18,1.51.192.0,1.51.255.255,山东省济南市,山东大学教育网
1.51.176.0/20,1.51.168.0,1.51.191.255,山东省德州市,德州学院教育网
111.114.0.0/18,111.114.0.0,111.114.63.255,陕西省西安市,陕西科技大学
122.204.144.0/20,122.204.128.0,122.204.191.255,湖北省武汉市,华中师范大学
202.115.160.0/24,202.115.160.0,202.115.175.255,四川省绵阳市,西南科技大学教育网
210.29.224.0/21,210.29.224.0,210.29.227.253,江苏省淮安市,淮安信息职业技术学院宿舍宽带
210.31.248.0/21,210.31.248.0,210.31.255.255,河北省石家庄市,石家庄学院
42.244.64.0/20,42.244.64.0,42.244.79.255,江苏省徐州市,徐州医学院教育网
211.82.192.0/21,211.82.192.0,211.82.199.255,河北省张家口市,河北北方学院
219.242.240.0/20,219.242.240.0,219.242.255.255,北京市,北京交通大学教育网
219.246.224.0/19,219.246.224.0,219.246.255.255,甘肃省兰州市,兰州理工大学教育网
222.203.244.0/22,222.203.244.0,222.203.247.255,广西南宁市,广西职业技术学院
222.207.10.0/23,222.207.10.0,222.207.11.255,安徽省六安市,六安职业技术学院
223.129.4.0/22,223.129.0.0,223.129.127.255,四川省成都市,四川大学
223.129.0.0/22,223.129.0.0,223.129.127.255,四川省成都市,四川大学
223.128.160.0/20,223.128.160.0,223.128.175.255,四川省内江市,内江职业技术学院
223.128.144.0/20,223.128.144.0,223.128.159.255,四川省成都市,西华大学
223.128.128.0/20,223.128.128.0,223.128.143.255,四川省雅安市,四川农业大学
42.244.13.0/24,42.244.0.0,42.244.63.255,江苏省苏州市,苏州大学教育网
223.3.0.0/16,223.3.0.0,223.3.255.255,江苏省南京市,东南大学
223.2.240.0/20,223.2.240.0,223.2.255.255,江苏省南京市,南京广播电视大学
223.2.224.0/21,223.2.208.0,223.2.231.255,江苏省南京市,南京中医药大学
223.2.208.0/20,223.2.208.0,223.2.231.255,江苏省南京市,南京中医药大学
223.2.192.0/20,223.2.192.0,223.2.207.255,江苏省南京市,金陵科技学院
223.2.176.0/21,223.2.160.0,223.2.183.255,江苏省徐州市,徐州医学院
223.2.160.0/20,223.2.160.0,223.2.183.255,江苏省徐州市,徐州医学院
223.2.128.0/19,223.2.128.0,223.2.159.255,江苏省徐州市,徐州师范大学
223.2.120.0/21,223.2.120.0,223.2.127.255,江苏省无锡市,江苏信息科技学院
223.2.112.0/21,223.2.96.0,223.2.119.255,江苏省南京市,南京林业大学
223.128.0.0/17,223.128.0.0,223.128.127.255,四川省成都市,成都理工大学
223.2.88.0/21,223.2.88.0,223.2.95.255,江苏省南京市,南京医科大学
223.2.80.0/21,223.2.64.0,223.2.87.255,江苏省南京市,应天学院
223.2.64.0/20,223.2.64.0,223.2.87.255,江苏省南京市,应天学院
223.2.0.0/18,223.2.0.0,223.2.63.255,江苏省南京市,南京师范大学
222.207.240.0/20,222.207.240.0,222.207.255.255,山东省济南市,中华女子学院山东分院
222.207.232.0/21,222.207.232.0,222.207.239.255,山东省济南市,山东圣翰财贸职业学院
222.207.224.0/21,222.207.224.0,222.207.231.255,山东省日照市,山东水利职业学院
222.207.208.0/20,222.207.208.0,222.207.223.255,山东省济南市,济南职业学院
222.207.204.0/22,222.207.204.0,222.207.207.255,山东省潍坊市,山东科技职业学院
222.207.192.0/21,222.207.192.0,222.207.199.255,山东省德州市,山东华宇职业技术学院
42.244.0.0/18,42.244.0.0,42.244.63.255,江苏省苏州市,苏州大学教育网
223.2.96.0/20,223.2.96.0,223.2.119.255,江苏省南京市,南京林业大学
222.207.160.0/21,222.207.160.0,222.207.167.255,山东省聊城市,聊城职业技术学院
222.207.152.0/21,222.207.152.0,222.207.159.255,山东省济南市,山东力明科技职业学院
222.207.144.0/21,222.207.144.0,222.207.151.255,山东省青岛市,山东外贸职业学院
222.207.80.0/21,222.207.80.0,222.207.87.255,安徽省芜湖市,安徽工程大学
222.207.68.0/23,222.207.68.0,222.207.69.255,安徽省合肥市,安徽机械电子科技学院
222.207.64.0/23,222.207.64.0,222.207.65.255,安徽省合肥市,安徽艺术职业学院
222.207.48.0/20,222.207.48.0,222.207.48.255,安徽省阜阳市,职业技术学院
222.207.16.0/20,222.207.16.0,222.207.31.255,安徽省阜阳市,阜阳师范学院
222.207.14.0/24,222.207.14.0,222.207.15.255,安徽省六安市,安徽国防科技职业学院
222.207.12.0/23,222.207.12.0,222.207.13.255,安徽省蚌埠市,蚌埠学院
222.207.8.0/23,222.207.8.0,222.207.9.255,安徽省合肥市,安徽水利水电职业技术学院
222.207.72.0/21,222.207.72.0,222.207.79.255,安徽省合肥市,安徽新华学院
222.206.220.0/22,222.206.220.0,222.206.223.255,山东省青岛市,青岛港湾职业技术学院
222.207.32.0/20,222.207.32.0,222.207.47.255,安徽省六安市,皖西学院
222.206.206.0/23,222.206.192.0,222.206.207.255,山东省青岛市,中国海洋大学
222.206.204.0/23,222.206.192.0,222.206.207.255,山东省青岛市,中国海洋大学
222.206.200.0/22,222.206.192.0,222.206.207.255,山东省青岛市,中国海洋大学
222.207.176.0/20,222.207.176.0,222.207.191.255,山东省淄博市,山东药品食品职业学院
222.206.192.0/21,222.206.192.0,222.206.207.255,山东省青岛市,中国海洋大学
222.206.176.0/20,222.206.176.0,222.206.191.255,山东省菏泽市,菏泽学院
222.206.168.0/21,222.206.168.0,222.206.175.255,山东省潍坊市,山东交通职业学院
222.206.160.0/21,222.206.160.0,222.206.167.255,山东省济南市,济南铁道职业技术学院
222.206.112.0/20,222.206.112.0,222.206.127.255,山东省泰安市,泰山医学院
222.206.224.0/21,222.206.224.0,222.206.231.255,山东省青岛市,青岛黄海职业学院
222.206.96.0/20,222.206.96.0,222.206.111.255,山东省济南市,山东经济学院
222.206.88.0/21,222.206.88.0,222.206.95.255,山东省东营市,中国石油大学(东营校区)
222.206.86.0/24,222.206.80.0,222.206.87.255,山东省济南市,山东省工会管理干部学院
222.206.80.0/21,222.206.80.0,222.206.87.255,山东省济南市,山东省工会管理干部学院
222.206.64.0/20,222.206.64.0,222.206.79.255,山东省淄博市,山东理工大学
222.206.48.0/20,222.206.48.0,222.206.63.255,山东省济南市,山东师范大学
222.206.32.0/24,222.206.32.0,222.206.32.255,山东省济南市,山东省大学毕业生就业指导中心
222.206.0.0/19,222.206.0.0,222.206.16.255,山东省济南市,山东大学
222.205.192.0/18,222.205.192.0,222.205.255.255,福建省漳州市,漳州职业技术学院
222.205.160.0/19,222.205.160.0,222.205.191.255,福建省漳州市,闽南师范大学
222.205.120.0/21,222.205.0.0,222.205.127.255,浙江省杭州市,浙江大学
222.205.0.0/17,222.205.0.0,222.205.127.255,浙江省杭州市,浙江大学
222.204.240.0/20,222.204.240.0,222.204.255.255,上海市,华东师范大学
222.204.208.0/20,222.204.208.0,222.204.223.189,上海市,东华大学
222.204.176.0/20,222.204.176.0,222.204.191.255,上海市,上海立信会计学院
222.204.127.0/24,222.204.127.0,222.204.127.255,江西省新余市,江西渝州科技职业学院
222.204.124.0/24,222.204.124.0,222.204.124.255,江西省九江市,九江职业技术学院
222.204.123.0/24,222.204.123.0,222.204.123.255,江西省南昌市,江西经济管理干部学院
222.204.122.0/24,222.204.122.0,222.204.122.255,江西省南昌市,江西护理职业技术学院
222.204.121.0/24,222.204.121.0,222.204.121.255,江西省南昌市,南昌教育学院
222.204.118.0/24,222.204.118.0,222.204.118.255,江西省南昌市,江西行政管理干部学院
222.204.120.0/24,222.204.120.0,222.204.120.255,江西省南昌市,南昌理工学院
222.204.116.0/23,222.204.116.0,222.204.117.255,江西省赣州市,江西应用技术职业学院
222.204.112.0/22,222.204.112.0,222.204.115.255,江西省赣州市,江西环境工程职业学院
222.204.108.0/22,222.204.108.0,222.204.111.255,江西省九江市,江西财经职业学院
222.204.104.0/22,222.204.104.0,222.204.107.255,江西省宜春市,宜春学院
222.204.98.0/24,222.204.98.0,222.204.98.255,江西省南昌市,江西艺术职业学院
222.204.97.0/24,222.204.97.0,222.204.97.255,江西省九江市,九江职业大学
222.204.44.0/24,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.204.43.0/24,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.204.42.0/24,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.204.40.0/24,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.204.192.0/20,222.204.192.0,222.204.207.255,上海市,上海政法学院
222.204.0.0/18,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.203.240.0/22,222.203.240.0,222.203.243.255,广西南宁市,广西电力职业技术学院
222.204.99.0/24,222.204.99.0,222.204.99.255,江西省南昌市,江西旅游商贸职业学院
222.204.125.0/24,222.204.125.0,222.204.125.255,江西省鹰潭市,鹰潭职业技术学院
222.203.232.0/22,222.203.232.0,222.203.235.255,广西南宁市,广西农业职业技术学院
222.203.224.0/21,222.203.224.0,222.203.231.255,广西南宁市,广西城市职业学院
222.203.220.0/22,222.203.220.0,222.203.223.255,广西南宁市,广西交通职业技术学院
222.204.64.0/19,222.204.0.0,222.204.95.255,江西省南昌市,南昌大学
222.203.212.0/22,222.203.212.0,222.203.215.255,广西北海市,北海艺术设计职业学院
222.203.208.0/22,222.203.208.0,222.203.211.255,广西南宁市,广西经济管理干部学院
222.203.176.0/20,222.203.176.0,222.203.191.255,广东省广州市,广州涉外经济职业技术学院
222.203.60.0/22,222.203.60.0,222.203.63.255,广西贺州市,贺州学院
222.203.56.0/24,222.203.56.0,222.203.59.255,广西柳州市,柳州职业技术学院
222.203.52.0/22,222.203.52.0,222.203.55.255,广西柳州市,广西生态工程职业技术学院
222.203.47.0/24,222.203.32.0,222.203.47.255,广西桂林市,桂林理工大学
222.203.32.0/20,222.203.32.0,222.203.47.255,广西桂林市,桂林理工大学
222.203.0.0/19,222.203.0.0,222.203.31.255,广西桂林市,广西师范大学
222.202.224.0/20,222.202.224.0,222.202.255.255,广东省梅州市,嘉应学院
222.202.176.0/20,222.202.176.0,222.202.191.255,广东省广州市,广东女子职业技术学院
222.202.168.0/21,222.202.168.0,222.202.175.255,广东省广州市,广东商学院
222.202.64.0/24,222.202.0.0,222.202.95.255,广东省深圳市,深圳职业技术学院
222.202.0.0/16,222.202.0.0,222.202.95.255,广东省深圳市,深圳职业技术学院
222.201.192.0/20,222.201.192.0,222.201.223.255,广东省广州市,中医药大学
222.201.160.0/19,222.201.149.0,222.201.164.255,广东省广州市,华南理工大学南校区
222.201.152.0/21,222.201.149.0,222.201.164.255,广东省广州市,华南理工大学南校区
222.201.144.0/21,222.201.144.0,222.201.144.255,广东省广州市,华南理工大学计算机科学与工程学院
222.201.128.0/20,222.201.128.0,222.201.143.255,广东省广州市,华南理工大学南校区
222.201.96.0/19,222.201.96.0,222.201.127.255,广东省广州市,广东外语外贸大学(大学城校区)
222.201.32.0/19,222.201.32.0,222.201.63.255,广东省广州市,广州大学(大学城校区)
222.201.24.0/22,222.201.24.0,222.201.27.255,广东省佛山市,广东纺织职业技术学院
222.201.0.0/20,222.201.0.0,222.201.15.255,广东省广州市,广东药学院
222.200.160.0/19,222.200.160.0,222.200.191.255,广东省广州市,中山大学(大学城校区)
222.200.129.0/24,222.200.128.0,222.200.143.255,广东省广州市,华南师范大学
222.200.128.0/24,222.200.128.0,222.200.143.255,广东省广州市,华南师范大学
222.200.96.0/19,222.200.96.0,222.200.127.255,广东省广州市,广东工业大学(大学城校区)
222.200.32.0/19,222.200.32.0,222.200.63.255,广东省广州市,暨南大学(天河区校区)
222.200.0.0/20,222.200.0.0,222.200.31.255,广东省广州市,广东科学技术职业学院
222.199.192.0/19,222.199.192.0,222.199.223.255,北京市,北京科技大学
222.199.184.0/22,222.199.184.0,222.199.187.255,北京市,北京邮电大学
222.199.180.0/24,222.199.180.0,222.199.180.255,北京市,北京社会管理职业学院
222.199.170.0/24,222.199.170.0,222.199.170.255,北京市,北京政法职业学院
222.199.168.0/24,222.199.168.0,222.199.168.255,北京市,北京科技职业学院
222.200.80.0/20,222.200.80.0,222.200.95.255,广东省广州市,广东农工商职业技术学院
222.199.165.0/24,222.199.165.0,222.199.165.255,北京市,北京工业职业技术学院
222.199.164.0/24,222.199.164.0,222.199.164.255,北京市,北京工业大学耿丹学院
222.199.160.0/22,222.199.160.0,222.199.163.255,北京市,财贸管理干部学院
222.199.152.0/22,222.199.152.0,222.199.155.255,北京市,北京吉利大学
222.199.128.0/20,222.199.128.0,222.199.143.255,北京市,华北电力大学
222.199.100.0/24,222.199.100.0,222.199.100.255,内蒙古呼和浩特市,内蒙古警察职业学院
222.199.92.0/22,222.199.92.0,222.199.95.255,内蒙古巴彦淖尔市,河套大学
222.199.88.0/22,222.199.88.0,222.199.91.255,内蒙古赤峰市,赤峰学院
222.199.64.0/24,222.199.64.0,222.199.79.255,内蒙古包头市,包头医学院
222.199.49.0/24,222.199.49.0,222.199.49.255,山西省长治市,长治职业技术学院
222.199.48.0/24,222.199.48.0,222.199.48.255,山西省大同市,北岳职业技术学院
222.199.47.0/24,222.199.47.0,222.199.47.255,山西省长治市,潞安职业技术学院
222.199.44.0/24,222.199.44.0,222.199.45.255,山西省太原市,山西政法管理干部学院
222.199.43.0/24,222.199.43.0,222.199.43.255,山西省长治市,长治市教育学院
222.199.41.0/24,222.199.41.0,222.199.41.255,山西省太原市,山西煤炭管理干部学院
222.199.36.0/22,222.199.36.0,222.199.39.255,山西省太原市,山西财贸职业技术学院
222.199.32.0/22,222.199.32.0,222.199.35.255,山西省太原市,山西经济管理干部学院
222.199.28.0/22,222.199.28.0,222.199.31.255,山西省太原市,山西旅游职业学院
222.199.96.0/22,222.199.96.0,222.199.99.255,内蒙古包头市,包头钢铁职业技术学院
222.199.23.0/24,222.199.23.0,222.199.23.255,山西省运城市,山西水利职业技术学院
222.199.22.0/24,222.199.22.0,222.199.22.255,山西省太原市,山西煤炭职业技术学院
222.199.21.0/24,222.199.21.0,222.199.21.255,山西省太原市,山西职工医学院
222.199.20.0/24,222.199.20.0,222.199.20.255,山西省太原市,山西林业职业技术学院
222.199.16.0/22,222.199.16.0,222.199.19.255,山西省太原市,山西电力职业技术学院
222.199.12.0/24,222.199.12.0,222.199.15.255,山西省太原市,山西工商职业学院
222.199.6.0/23,222.199.6.0,222.199.7.255,山西省太原市,山西综合职业技术学院
222.199.5.0/24,222.199.5.0,222.199.5.255,山西省太原市,广播电影电视管理干部学院
222.199.40.0/24,222.199.40.0,222.199.40.255,山西省长治市,山西机电职业技术学院
222.199.4.0/24,222.199.4.0,222.199.4.255,山西省运城市,运城农业职业技术学院
222.199.0.0/22,222.199.0.0,222.199.3.255,山西省太原市,山西工程职业技术学院
222.198.248.0/22,222.198.248.0,222.198.251.255,贵州省安顺市,安顺学院
222.198.247.0/24,222.198.247.0,222.198.247.255,贵州省遵义市,贵州航天职业技术学院
222.198.246.0/24,222.198.246.0,222.198.246.255,贵州省贵阳市,贵州警官职业学院
222.199.24.0/22,222.199.24.0,222.199.27.255,山西省太原市,山西建筑职业技术学院
222.198.242.0/24,222.198.242.0,222.198.242.255,贵州省六盘水市,六盘水师范学院教育网
222.198.241.0/24,222.198.241.0,222.198.241.255,贵州省黔东南州凯里市,贵州电子信息职业技术学院教育网
222.198.240.0/24,222.198.240.0,222.198.240.255,贵州省黔东南州凯里市,凯里学院教育网
222.198.224.0/20,222.198.224.0,222.198.239.255,贵州省贵阳市,贵州广播电视大学
222.198.208.0/20,222.198.208.0,222.198.223.255,贵州省铜仁市,铜仁学院
222.198.179.0/24,222.198.179.0,222.198.179.255,重庆市,重庆城市职业学院教育网
222.198.178.0/24,222.198.178.0,222.198.178.255,重庆市,重庆科技学院
222.198.176.0/24,222.198.176.0,222.198.176.255,重庆市,西南大学育才学院
222.198.128.0/19,222.198.128.0,222.198.159.255,重庆市,重庆大学
222.198.64.0/18,222.198.64.0,222.198.127.255,重庆市,西南大学
222.198.32.0/19,222.198.32.0,222.198.38.255,重庆市,重庆工学院
222.198.0.0/20,222.198.0.0,222.198.15.255,重庆市,重庆师范大学
222.197.244.0/24,222.197.244.0,222.197.244.255,云南省普洱市,云南热带作物职业学院
222.197.242.0/24,222.197.242.0,222.197.242.255,云南省保山市,保山学院
222.198.192.0/20,222.198.192.0,222.198.207.255,贵州省贵阳市,贵州科技工程职业学院
222.197.240.0/24,222.197.240.0,222.197.240.255,云南省昆明市,云南科技信息职业学院
222.197.192.0/19,222.197.192.0,222.197.223.255,云南省昆明市,昆明理工大学
222.197.138.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.137.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.136.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.134.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.133.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.128.0/24,222.197.128.0,222.197.143.255,四川省成都市,成都医学院
222.197.108.0/24,222.197.108.0,222.197.108.255,四川省德阳市,四川工程职业技术学院
222.197.106.0/24,222.197.106.0,222.197.106.255,四川省成都市,四川师范大学电影电视学院
222.197.104.0/23,222.197.104.0,222.197.105.255,四川省成都市,成都理工大学广播影视学院
222.197.96.0/21,222.197.64.0,222.197.103.255,四川省成都市,西南民族大学
222.197.64.0/19,222.197.64.0,222.197.103.255,四川省成都市,西南民族大学
222.197.0.0/18,222.197.0.0,222.197.0.255,四川省成都市,西南财经大学(光华校区)
222.197.160.0/19,222.197.160.0,222.197.191.255,四川省成都市,电子科技大学
222.196.192.0/18,222.196.176.0,222.196.255.255,四川省成都市,四川师范大学
222.196.176.0/20,222.196.176.0,222.196.255.255,四川省成都市,四川师范大学
222.196.141.0/24,222.196.96.0,222.196.143.255,四川省成都市,四川大学华西医学中心
222.196.128.0/20,222.196.96.0,222.196.143.255,四川省成都市,四川大学华西医学中心
222.196.96.0/19,222.196.96.0,222.196.143.255,四川省成都市,四川大学华西医学中心
222.196.64.0/19,222.196.64.0,222.196.95.255,四川省攀枝花市,攀枝花学院
222.196.32.0/20,222.196.32.0,222.196.47.255,四川省绵阳市,西南科技大学
222.196.16.0/20,222.196.16.0,222.196.31.255,重庆市,四川外语学院
222.195.240.0/20,222.195.240.0,222.195.255.255,山东省青岛市,青岛理工大学
222.195.231.0/24,222.195.224.0,222.195.239.255,山东省青岛市,中国海洋大学
222.195.232.0/21,222.195.224.0,222.195.239.255,山东省青岛市,中国海洋大学
222.195.230.0/24,222.195.224.0,222.195.239.255,山东省青岛市,中国海洋大学
222.197.241.0/24,222.197.241.0,222.197.241.255,云南省昆明市,云南农业职业技术学院
222.195.228.0/23,222.195.224.0,222.195.239.255,山东省青岛市,中国海洋大学
222.195.224.0/24,222.195.224.0,222.195.239.255,山东省青岛市,中国海洋大学
222.195.192.0/19,222.195.192.0,222.195.223.255,山东省青岛市,青岛职业技术学院
222.195.176.0/20,222.195.176.0,222.195.190.255,山东省青岛市,青岛职业技术学院
222.195.128.0/24,222.195.128.0,222.195.159.255,山东省青岛市,中国海洋大学(崂山校区)
222.195.112.0/21,222.195.112.0,222.195.127.255,安徽省合肥市巢湖市,巢湖学院
222.195.96.0/23,222.195.96.0,222.195.99.255,安徽省亳州市,亳州职业技术学院
222.195.64.0/19,222.195.64.0,222.195.95.255,安徽省合肥市,中国科学技术大学
222.195.32.0/19,222.195.32.0,222.195.63.255,安徽省马鞍山市,安徽工业大学
222.195.24.0/21,222.195.24.0,222.195.31.255,安徽省铜陵市,铜陵大学
222.195.12.0/24,222.195.0.0,222.195.15.255,安徽省合肥市,合肥工业大学
222.195.0.0/20,222.195.0.0,222.195.15.255,安徽省合肥市,合肥工业大学
222.195.129.0/24,222.195.128.0,222.195.159.255,山东省青岛市,中国海洋大学(崂山校区)
222.194.176.0/21,222.194.176.0,222.194.183.255,山东省淄博市,淄博职业学院
222.195.120.0/22,222.195.112.0,222.195.127.255,安徽省合肥市巢湖市,巢湖学院
222.194.168.0/21,222.194.160.0,222.194.175.255,山东省济南市,山东财政学院
222.196.0.0/20,222.196.0.0,222.196.15.255,四川省成都市,四川外国语学院成都学院
222.194.160.0/23,222.194.160.0,222.194.175.255,山东省济南市,山东财政学院
222.194.136.0/21,222.194.136.0,222.194.143.255,山东省枣庄市,枣庄学院
222.194.128.0/21,222.194.128.0,222.194.135.255,山东省济南市,山东协和职业技术学院
222.194.96.0/20,222.194.96.0,222.194.111.255,山东省威海市,威海职业学院
222.194.79.0/24,222.194.72.0,222.194.79.255,山东省济南市,山东省青年管理干部学院
222.194.73.0/24,222.194.72.0,222.194.79.255,山东省济南市,山东省青年管理干部学院
222.194.72.0/21,222.194.72.0,222.194.79.255,山东省济南市,山东省青年管理干部学院
222.194.32.0/19,222.194.32.0,222.194.71.255,山东省济南市,山东大学
222.194.16.0/20,222.194.16.0,222.194.31.255,山东省威海市,山东大学威海分校
222.194.0.0/20,222.194.0.0,222.194.15.255,山东省威海市,哈尔滨工业大学(威海)
222.193.192.0/19,222.193.192.0,222.193.223.255,江苏省南京市,南京中医药大学
222.193.176.0/20,222.193.176.0,222.193.191.255,江苏省南京市,三江学院
222.193.160.0/20,222.193.160.0,222.193.175.255,江苏省南京市,中国传媒大学南广学院
222.193.144.0/20,222.193.144.0,222.193.159.255,江苏省南通市,南通职业大学
222.193.128.0/20,222.193.128.0,222.193.143.255,江苏省南京市,金肯职业技术学院
222.193.112.0/20,222.193.112.0,222.193.127.255,江苏省南京市,应天职业技术学院
222.193.111.0/24,222.193.110.0,222.193.111.255,江苏省南京市,河海大学
222.193.96.0/19,222.193.96.0,222.193.108.255,江苏省南京市,河海大学
222.193.64.0/19,222.193.64.0,222.193.95.255,江苏省徐州市,徐州医学院
222.193.32.0/19,222.193.32.0,222.193.63.255,江苏省南京市,南京理工大学
222.194.64.0/21,222.194.32.0,222.194.71.255,山东省济南市,山东大学
222.193.16.0/20,222.193.16.0,222.193.31.255,江苏省南京市,南京医科大学
222.193.0.0/19,222.193.0.0,222.193.0.255,江苏省南通市,南通大学
222.192.224.0/19,222.192.224.0,222.192.255.255,江苏省南京市,南京信息职业技术学院
222.192.192.0/18,222.192.192.0,222.192.223.255,江苏省扬州市,扬州大学
222.192.180.0/22,222.192.180.0,222.192.183.255,江苏省苏州市,卫生职业技术学院
222.192.176.0/22,222.192.176.0,222.192.179.255,江苏省南京市,南京特殊教育职业技术学院
222.192.174.0/23,222.192.160.0,222.192.175.255,江苏省徐州市,徐州建筑职业技术学院
222.192.173.0/24,222.192.160.0,222.192.175.255,江苏省徐州市,徐州建筑职业技术学院
222.192.166.0/24,222.192.160.0,222.192.175.255,江苏省徐州市,徐州建筑职业技术学院
222.192.160.0/20,222.192.160.0,222.192.175.255,江苏省徐州市,徐州建筑职业技术学院
222.192.144.0/20,222.192.144.0,222.192.159.255,江苏省苏州市,苏州经贸职业技术学院
222.192.64.0/18,222.192.64.0,222.192.127.255,江苏省南京市,南京航空航天大学
222.192.60.0/24,222.192.33.0,222.192.63.255,江苏省南通市,南通师范大学
222.192.32.0/19,222.192.32.0,222.192.32.255,江苏省南通市,南通大学
222.195.160.0/21,222.195.160.0,222.195.167.255,山东省青岛市,青岛酒店管理职业技术学院
222.192.16.0/20,222.192.16.0,222.192.31.255,江苏省苏州市,苏州大学
222.192.0.0/20,222.192.0.0,222.192.15.255,江苏省南京市,南京师范大学
222.31.240.0/20,222.31.240.0,222.31.255.255,内蒙古呼和浩特市,内蒙古医学院
222.31.224.0/20,222.31.224.0,222.31.239.255,内蒙古呼和浩特市,内蒙古建筑学院
222.31.208.0/20,222.31.208.0,222.31.223.255,内蒙古呼和浩特市,内蒙古大学
222.31.192.0/20,222.31.192.0,222.31.207.255,内蒙古包头市,包头师范学院
222.31.128.0/19,222.31.128.0,222.31.159.255,北京市,北京石油化工学院
222.31.64.0/18,222.31.64.0,222.31.127.255,北京市,中国传媒大学
222.31.32.0/19,222.31.32.0,222.31.63.255,山西省太原市,中北大学
222.31.24.0/21,222.31.24.0,222.31.31.255,山西省运城市,运城学院
222.31.20.0/22,222.31.20.0,222.31.23.255,山西省太原市,山西警察学院
222.31.8.0/21,222.31.8.0,222.31.15.255,山西省运城市,运城学院
222.31.0.0/21,222.31.0.0,222.31.7.255,山西省太原市,太原师范学院
222.30.224.0/19,222.30.224.0,222.30.255.255,河北省石家庄市,河北师范大学
222.30.208.0/20,222.30.208.0,222.30.223.255,河北省石家庄市,河北经贸大学
222.30.206.0/23,222.30.206.0,222.30.207.255,河北省廊坊市,廊坊职业技术学院
222.30.204.0/23,222.30.204.0,222.30.205.255,河北省邢台市,河北机电职业技术学院
222.30.200.0/22,222.30.200.0,222.30.203.255,河北省承德市,民族职业技术学院
222.30.192.0/21,222.30.192.0,222.30.199.255,河北省保定市,河北金融学院
222.30.176.0/20,222.30.176.0,222.30.191.255,河北省石家庄市,河北工业职业技术学院
222.30.168.0/21,222.30.168.0,222.30.175.255,河北省保定市,保定职业技术学院
222.30.160.0/21,222.30.160.0,222.30.167.255,河北省石家庄市,石家庄铁路职业技术学院
222.30.144.0/20,222.30.144.0,222.30.159.255,河北省秦皇岛市,燕山大学
222.30.136.0/21,222.30.136.0,222.30.143.255,河北省石家庄市,河北医科大学
222.30.96.0/20,222.30.96.0,222.30.111.255,天津市,天津职业学院
222.30.88.0/21,222.30.88.0,222.30.95.255,天津市,天津外国语大学
222.192.78.0/24,222.192.64.0,222.192.127.255,江苏省南京市,南京航空航天大学
222.30.64.0/20,222.30.64.0,222.30.79.255,天津市,天津城市建设学院
222.30.16.0/20,222.30.16.0,222.30.31.255,天津市,天津大学
222.30.8.0/21,222.30.8.0,222.30.15.255,天津市,天津对外经济贸易职业学院
222.30.0.0/21,222.30.0.0,222.30.7.255,天津市,天津天狮学院
222.29.192.0/18,222.29.192.0,222.29.255.255,北京市,中国人民大学
222.29.160.0/19,222.29.160.0,222.29.191.255,北京市,首都医科大学
222.29.128.0/19,222.29.76.0,222.29.159.255,北京市,北京大学(燕园主校区)
222.29.83.0/24,222.29.76.0,222.29.159.255,北京市,北京大学(燕园主校区)
222.29.0.0/17,222.29.0.0,222.29.74.255,北京市,北京大学(燕园主校区)
222.28.240.0/20,222.28.240.0,222.28.255.255,北京市,北京外国语大学
222.28.224.0/20,222.28.224.0,222.28.239.255,北京市,中央民族大学
222.28.216.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
222.28.215.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
222.28.209.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
222.28.208.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
222.28.160.0/19,222.28.160.0,222.28.191.255,北京市,清华大学医学部
222.28.128.0/20,222.28.128.0,222.28.143.255,北京市,北京电子科技学院
222.28.94.0/23,222.28.80.0,222.28.95.255,北京市海淀区,北京语言大学
222.28.80.0/20,222.28.80.0,222.28.95.255,北京市海淀区,北京语言大学
222.28.64.0/20,222.28.32.0,222.28.79.255,北京市,北京科技大学
222.28.32.0/19,222.28.32.0,222.28.79.255,北京市,北京科技大学
222.28.213.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
222.28.0.0/20,222.28.0.0,222.28.15.255,北京市,外交学院
222.27.251.0/24,222.27.240.0,222.27.255.255,黑龙江省哈尔滨市,哈尔滨工程大学
222.28.207.0/24,222.28.192.0,222.28.223.255,北京市,北京邮电大学
