network,ip_start,ip_end,region,university
211.80.128.0/22,211.80.128.0,211.80.131.255,浙江省温州市,温州广播电视大学
211.80.112.0/20,211.80.112.0,211.80.127.255,上海市,上海建桥大学
211.80.96.0/20,211.80.96.0,211.80.111.255,上海市,松江大学园区
211.80.16.0/21,211.80.16.0,211.80.23.255,上海市,上海建设职工大学
211.80.0.0/18,211.80.0.0,211.80.7.255,上海市,上海音乐学院
211.71.208.0/20,211.71.208.0,211.71.208.255,北京市,中国人民大学教育网
211.71.192.0/20,211.71.192.0,211.71.207.255,北京市,第二外国语学院
211.71.184.0/24,211.71.184.0,211.71.191.255,北京市,国家高级教育行政学院
211.71.163.0/24,211.71.160.0,211.71.175.255,北京市,中央音乐学院
211.71.160.0/24,211.71.160.0,211.71.175.255,北京市,中央音乐学院
211.71.144.0/20,211.71.144.0,211.71.145.255,北京市,北京林业大学12#信息学院
211.71.128.0/20,211.71.128.0,211.71.143.255,北京市,北京清华大学(中国教育和科研计算机网中心AS4538出口)
211.71.64.0/20,211.71.64.0,211.71.64.85,北京市,北京交通大学思源东楼4层机房
211.71.48.0/20,211.71.48.0,211.71.48.255,北京市,北京大学博士生楼
211.71.32.0/20,211.71.32.0,211.71.47.255,北京市,北京国家会计学院
211.71.16.0/20,211.71.16.0,211.71.31.255,北京市,中国人民大学
211.71.15.0/24,211.71.15.0,211.71.15.255,北京市,北京航空航天大学新主楼
211.71.4.0/24,211.71.3.1,211.71.5.255,北京市,北京航空航天大学
211.71.0.0/20,211.71.0.0,211.71.2.255,北京市,北京航空航天大学
211.70.248.0/21,211.70.248.0,211.70.255.255,江苏省徐州市,徐州建筑职业技术学院
211.70.208.0/20,211.70.208.0,211.70.223.255,江苏省徐州市,中国矿业大学
211.70.192.0/21,211.70.192.0,211.70.199.255,江苏省苏州市,苏州工艺美术职业技术学院
211.70.179.0/24,211.70.176.0,211.70.191.255,安徽省淮南市,淮南师范学院
211.70.170.0/24,211.70.160.0,211.70.175.255,安徽省六安市,皖西学院
211.70.149.0/24,211.70.144.0,211.70.159.255,安徽省马鞍山市,安徽工业大学
211.71.80.0/20,211.71.80.0,211.71.95.255,北京市,北京工业大学
211.70.130.0/24,211.70.128.0,211.70.143.255,安徽省蚌埠市,蚌埠医学院
211.70.128.0/18,211.70.128.0,211.70.143.255,安徽省蚌埠市,蚌埠医学院
211.70.123.0/24,211.70.120.0,211.70.127.255,江苏省常州市,常州轻工职业技术学院
211.70.120.0/21,211.70.120.0,211.70.127.255,江苏省常州市,常州轻工职业技术学院
211.70.96.0/20,211.70.96.0,211.70.111.255,江苏省常州市,常州工学院
211.70.72.0/21,211.70.72.0,211.70.79.255,江苏省苏州市张家港市,沙洲工学院
211.70.63.0/24,211.70.56.0,211.70.63.255,安徽省合肥市,安徽建筑工业学院
211.70.62.0/24,211.70.56.0,211.70.63.255,安徽省合肥市,安徽建筑工业学院
211.70.56.0/21,211.70.56.0,211.70.63.255,安徽省合肥市,安徽建筑工业学院
211.70.48.0/21,211.70.48.0,211.70.55.255,安徽省滁州市凤阳县,安徽科技学院
211.69.240.0/20,211.69.240.0,211.69.255.255,湖南省衡阳市,南华大学教育网
211.69.224.0/20,211.69.224.0,211.69.239.255,湖南省岳阳市,湖南理工学院教育网
211.69.208.0/21,211.69.208.0,211.69.215.255,湖南省长沙市,长沙航空职业技术学院
211.69.192.0/20,211.69.192.0,211.69.192.99,湖北省武汉市,华中科技大学
211.69.167.0/24,211.69.160.0,211.69.175.255,湖北省武汉市,中南财经政法大学
211.69.160.0/20,211.69.160.0,211.69.175.255,湖北省武汉市,中南财经政法大学
211.69.144.0/20,211.69.144.0,211.69.159.255,湖北省黄冈市,黄冈师范学院
211.69.128.0/24,211.69.128.0,211.69.128.116,湖北省武汉市,华中农业大学教育网
211.69.104.0/21,211.69.104.0,211.69.111.255,湖南省衡阳市,师范学院
211.69.96.0/23,211.69.96.0,211.69.103.255,湖南省郴州市,湘南学院
211.69.80.0/20,211.69.80.0,211.69.95.255,湖南省长沙市,湖南商学院
211.71.96.0/20,211.71.96.0,211.71.96.65,北京市,北京服装学院
211.69.75.0/24,211.69.72.0,211.69.79.255,湖南省长沙市,湖南第一师范学院
211.69.42.0/24,211.69.32.0,211.69.47.255,河南省郑州市,河南中医学院
211.69.32.0/20,211.69.32.0,211.69.47.255,河南省郑州市,河南中医学院
211.69.1.0/24,211.69.0.0,211.69.15.255,河南省新乡市,河南工学院
211.69.0.0/20,211.69.0.0,211.69.15.255,河南省新乡市,河南工学院
211.68.240.0/20,211.68.240.0,211.68.255.255,天津市,天津农学院
211.68.236.0/22,211.68.236.0,211.68.239.255,天津市,天津体育学院
211.68.224.0/21,211.68.224.0,211.68.231.255,天津市,天津职业大学
211.69.72.0/21,211.69.72.0,211.69.79.255,湖南省长沙市,湖南第一师范学院
211.68.208.0/20,211.68.208.0,211.68.223.255,天津市,天津外国语大学
211.68.192.0/20,211.68.192.0,211.68.207.255,天津市,天津音乐学院
211.68.176.0/20,211.68.176.0,211.68.191.255,河北省保定市,河北农业大学
211.68.144.0/20,211.68.144.0,211.68.159.255,河北省唐山市,华北煤炭医学院
211.68.136.0/23,211.68.130.0,211.68.137.255,河北省石家庄市,体育学院
211.68.130.0/23,211.68.130.0,211.68.137.255,河北省石家庄市,体育学院
211.69.16.0/20,211.69.16.0,211.69.31.255,河南省平顶山市,平顶山学院
211.68.112.0/21,211.68.112.0,211.68.119.255,天津市,天津工业大学
211.68.97.0/24,211.68.90.0,211.68.111.255,北京市,师范大学第二附属中学
211.68.96.0/24,211.68.90.0,211.68.111.255,北京市,师范大学第二附属中学
211.68.95.0/24,211.68.90.0,211.68.111.255,北京市,师范大学第二附属中学
211.68.94.0/24,211.68.90.0,211.68.111.255,北京市,师范大学第二附属中学
211.68.80.0/21,211.68.80.0,211.68.80.255,北方工业大学,第二教学楼/经管学院
211.68.71.0/24,211.68.71.0,211.68.71.255,北京市,北京邮电大学网络中心服务器
211.68.66.0/24,211.68.64.0,211.68.67.255,北京市,外交学院
211.68.47.0/24,211.68.32.0,211.68.47.255,北京市,北京信息科技大学
211.67.232.0/21,211.67.232.0,211.67.239.255,湖南省长沙市,湖南师范大学医学院
211.67.208.0/20,211.67.208.0,211.67.223.255,湖南省湘潭市,湖南科技大学
211.67.184.0/24,211.67.184.0,211.67.191.255,河南省许昌市,许昌学院
211.67.176.0/21,211.67.176.0,211.67.183.255,河南省驻马店市,黄淮学院
211.68.72.0/21,211.68.72.0,211.68.79.255,北京市,北京大学附属中学
211.68.64.0/22,211.68.64.0,211.68.67.255,北京市,外交学院
211.68.32.0/20,211.68.32.0,211.68.47.255,北京市,北京信息科技大学
211.67.144.0/20,211.67.144.0,211.67.159.255,河南省周口市,周口师范学院
211.67.128.0/20,211.67.128.0,211.67.143.255,河南省郑州市,河南财经学院
211.67.124.0/24,211.67.112.0,211.67.127.255,河南省平顶山市,河南城建学院
211.67.112.0/20,211.67.112.0,211.67.127.255,河南省平顶山市,河南城建学院
211.67.102.0/24,211.67.96.0,211.67.111.255,河南省郑州市,中州大学
211.67.96.0/20,211.67.96.0,211.67.111.255,河南省郑州市,中州大学
211.67.80.0/21,211.67.80.0,211.67.87.255,河南省洛阳市,洛阳师范学院
211.67.64.0/20,211.67.48.0,211.67.64.255,湖北省武汉市,武汉科技学院
211.67.49.0/24,211.67.48.0,211.67.64.255,湖北省武汉市,武汉科技学院
211.67.48.0/20,211.67.48.0,211.67.64.255,湖北省武汉市,武汉科技学院
211.67.41.0/24,211.67.32.0,211.67.47.255,湖北省恩施州,湖北民族学院
211.67.32.0/20,211.67.32.0,211.67.47.255,湖北省恩施州,湖北民族学院
211.67.8.0/21,211.67.0.0,211.67.15.255,湖北省武汉市,武汉广播电视大学
211.67.0.0/20,211.67.0.0,211.67.15.255,湖北省武汉市,武汉广播电视大学
211.66.248.0/21,211.66.248.0,211.66.248.15,广东省广州市花都区,广东培正学院
211.66.192.0/21,211.66.192.0,211.66.199.255,广东省广州市,广东水利电力职业技术学院
211.66.188.0/24,211.66.180.0,211.66.191.255,广东省广州市,轻工职业技术学院
211.66.186.0/24,211.66.180.0,211.66.191.255,广东省广州市,轻工职业技术学院
211.66.160.0/20,211.66.160.0,211.66.175.255,广东省广州市,广东药学院
211.66.152.0/21,211.66.152.0,211.66.159.255,广东省广州市,私立华联学院
211.66.128.0/20,211.66.128.0,211.66.143.255,广东省珠海市,中山大学(珠海校区)
211.66.112.0/20,211.66.112.0,211.66.123.37,广东省广州市,暨南大学
211.66.96.0/20,211.66.96.0,211.66.111.255,广东省广州市,华南师范大学
211.66.86.0/23,211.66.86.0,211.66.87.255,广东省广州市,华南理工大学(教师公寓)
211.66.82.0/24,211.66.80.0,211.66.83.255,广东省广州市,广东女子职业技术学院
211.66.16.0/20,211.66.16.0,211.66.17.255,广东省广州市,华南理工大学西二十一
211.66.0.0/20,211.66.0.0,211.66.0.255,广东省广州市,华南理工大学
211.65.240.0/20,211.65.240.0,211.65.255.255,江苏省盐城市,盐城工学院
211.65.232.0/22,211.65.232.0,211.65.235.255,江苏省南京市,东南大学
211.65.224.0/21,211.65.224.0,211.65.231.255,江苏省南京市,南京审计学院
211.65.210.0/24,211.65.208.0,211.65.223.255,江苏省南京市,南京师范大学
211.65.208.0/20,211.65.208.0,211.65.223.255,江苏省南京市,南京师范大学
211.65.205.0/24,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.201.0/24,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.200.0/24,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.196.0/24,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.192.0/20,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.160.0/19,211.65.160.0,211.65.175.255,江苏省南通市,广播电视大学
211.65.120.0/21,211.65.120.0,211.65.127.255,江苏省南京市,南京体育学院
211.65.247.0/24,211.65.240.0,211.65.255.255,江苏省盐城市,盐城工学院
211.65.96.0/20,211.65.96.0,211.65.111.255,江苏省南京市,南京航空航天大学
211.65.64.0/19,211.65.64.0,211.65.79.255,江苏省常州市,江苏工业学院白云校区
211.65.40.0/24,211.65.32.0,211.65.63.255,江苏省南京市,东南大学教育网
211.65.38.0/24,211.65.32.0,211.65.63.255,江苏省南京市,东南大学教育网
211.65.195.0/24,211.65.192.0,211.65.207.255,江苏省南京市,东南大学
211.65.32.0/19,211.65.32.0,211.65.63.255,江苏省南京市,东南大学教育网
211.65.24.0/22,211.65.24.0,211.65.27.255,江苏省无锡市,无锡教育学院教育网
211.65.0.0/20,211.65.0.0,211.65.7.255,江苏省盐城市,盐城师范学院经贸分院
211.65.116.0/22,211.65.116.0,211.65.119.255,江苏省徐州市,徐州工程学院
211.64.240.0/20,211.64.240.0,211.64.255.255,山东省临沂市,临沂师范学院
211.64.232.0/22,211.64.232.0,211.64.235.255,山东省日照市,日照职业技术学院
211.64.208.0/20,211.64.208.0,211.64.223.255,山东省青岛市,青岛科技大学
211.64.207.0/24,211.64.192.0,211.64.207.255,山东省青岛市,青岛理工大学
211.64.205.0/24,211.64.192.0,211.64.207.255,山东省青岛市,青岛理工大学
211.64.201.0/24,211.64.192.0,211.64.207.255,山东省青岛市,青岛理工大学
211.64.192.0/20,211.64.192.0,211.64.207.255,山东省青岛市,青岛理工大学
211.64.177.0/24,211.64.160.0,211.64.191.255,山东省青岛市,青岛大学
211.64.176.0/24,211.64.160.0,211.64.191.255,山东省青岛市,青岛大学
211.64.161.0/24,211.64.160.0,211.64.191.255,山东省青岛市,青岛大学
211.64.160.0/19,211.64.160.0,211.64.191.255,山东省青岛市,青岛大学
211.64.152.0/21,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.150.0/23,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.242.0/24,211.64.240.0,211.64.255.255,山东省临沂市,临沂师范学院
211.64.145.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.144.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.143.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.142.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.129.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.128.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.120.0/21,211.64.120.0,211.64.127.255,山东省济南市,山东交通学院
211.64.116.0/23,211.64.116.0,211.64.117.255,山东省济南市,山东省农业管理干部学院
211.64.112.0/22,211.64.112.0,211.64.115.255,山东省济南市,商业职业技术学院
211.64.105.0/24,211.64.104.0,211.64.111.255,山东省济南市,山东艺术学院
211.64.104.0/21,211.64.104.0,211.64.111.255,山东省济南市,山东艺术学院
211.64.148.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.80.0/20,211.64.80.0,211.64.95.255,山东省济南市,山东建筑大学
211.64.130.0/24,211.64.128.0,211.64.159.255,山东省青岛市,中国海洋大学
211.64.59.0/24,211.64.56.0,211.64.63.255,山东省滨州市,滨州医学院
211.64.56.0/21,211.64.56.0,211.64.63.255,山东省滨州市,滨州医学院
211.64.52.0/22,211.64.52.0,211.64.55.255,山东省日照市,日照职业技术学院
211.64.47.0/24,211.64.32.0,211.64.47.255,山东省德州市,德州学院
211.64.39.0/24,211.64.32.0,211.64.47.255,山东省德州市,德州学院
211.64.37.0/24,211.64.32.0,211.64.47.255,山东省德州市,德州学院
211.64.36.0/24,211.64.32.0,211.64.47.255,山东省德州市,德州学院
211.64.32.0/20,211.64.32.0,211.64.47.255,山东省德州市,德州学院
211.64.16.0/20,211.64.16.0,211.64.31.255,山东省淄博市,山东理工大学
211.64.67.0/24,211.64.64.0,211.64.67.255,山东省济南市,山东体育学院
211.64.64.0/22,211.64.64.0,211.64.67.255,山东省济南市,山东体育学院
211.64.8.0/21,211.64.8.0,211.64.15.255,山东省济南市,山东政法学院
210.47.250.0/24,210.47.240.0,210.47.255.255,辽宁省大连市,大连医科大学教育网
210.47.243.0/24,210.47.240.0,210.47.255.255,辽宁省大连市,大连医科大学教育网
210.47.240.0/20,210.47.240.0,210.47.255.255,辽宁省大连市,大连医科大学教育网
210.47.229.0/24,210.47.224.0,210.47.239.255,辽宁省大连市,大连广播电视大学教育网
210.47.228.0/24,210.47.224.0,210.47.239.255,辽宁省大连市,大连广播电视大学教育网
210.47.224.0/20,210.47.224.0,210.47.239.255,辽宁省大连市,大连广播电视大学教育网
210.47.208.0/20,210.47.208.0,210.47.223.255,辽宁省大连市,辽宁师范大学教育网
210.47.192.0/20,210.47.192.0,210.47.207.255,辽宁省大连市,海军大连舰艇学院教育网
210.47.176.0/20,210.47.176.0,210.47.191.255,辽宁省锦州,渤海大学教育网
210.47.160.0/20,210.47.160.0,210.47.175.255,辽宁省沈阳市,沈阳农业大学教育网
211.64.9.0/24,211.64.8.0,211.64.15.255,山东省济南市,山东政法学院
210.47.128.0/20,210.47.128.0,210.47.143.255,辽宁省沈阳市,中国刑事警察学院教育网
211.64.0.0/21,211.64.0.0,211.64.7.255,山东省济南市,山东经济学院
210.47.104.0/21,210.47.104.0,210.47.111.255,黑龙江省齐齐哈尔市,齐齐哈尔医学院教育网
210.47.64.0/20,210.47.64.0,210.47.79.255,黑龙江省齐齐哈尔市,齐齐哈尔大学教育网
210.47.32.0/20,210.47.32.0,210.47.47.255,吉林省长春市,长春工程学院教育网
210.47.16.0/20,210.47.16.0,210.47.31.255,吉林省长春市,东北师范大学教育网
210.47.12.0/22,210.47.12.0,210.47.15.255,吉林省长春市,长春自动化工业学院教育网
210.47.10.0/23,210.47.10.0,210.47.11.255,吉林省吉林市,吉林化工学院教育网
210.47.1.0/24,210.47.0.0,210.47.7.255,吉林省长春市,长春理工大学教育网
210.47.0.0/21,210.47.0.0,210.47.7.255,吉林省长春市,长春理工大学教育网
210.46.248.0/21,210.46.248.0,210.46.255.255,黑龙江省牡丹江市,牡丹江医学院教育网
210.46.216.0/21,210.46.216.0,210.46.223.255,黑龙江省哈尔滨市,哈尔滨体育学院教育网
210.46.192.0/21,210.46.192.0,210.46.199.255,黑龙江省大庆市,黑龙江八一农垦大学教育网
210.47.112.0/20,210.47.112.0,210.47.127.255,黑龙江省哈尔滨市,哈尔滨医科大学第二附属医院教育网
210.46.152.0/21,210.46.152.0,210.46.159.255,黑龙江省哈尔滨市,东方学院教育网
210.46.144.0/21,210.46.136.0,210.46.151.255,黑龙江省大庆市,东北石油大学教育网
210.46.136.0/21,210.46.136.0,210.46.151.255,黑龙江省大庆市,东北石油大学教育网
210.46.127.0/24,210.46.112.0,210.46.127.255,黑龙江省哈尔滨市,哈尔滨商业大学教育网
210.46.123.0/24,210.46.112.0,210.46.127.255,黑龙江省哈尔滨市,哈尔滨商业大学教育网
210.46.122.0/24,210.46.112.0,210.46.127.255,黑龙江省哈尔滨市,哈尔滨商业大学教育网
210.46.113.0/24,210.46.112.0,210.46.127.255,黑龙江省哈尔滨市,哈尔滨商业大学教育网
210.46.112.0/20,210.46.112.0,210.46.127.255,黑龙江省哈尔滨市,哈尔滨商业大学教育网
210.46.100.0/24,210.46.96.0,210.46.111.255,黑龙江省哈尔滨市,黑龙江大学教育网
210.46.97.0/24,210.46.96.0,210.46.111.255,黑龙江省哈尔滨市,黑龙江大学教育网
